sportsplayed, facilitycondition, postcode, objectid, suburbtown, facilityage
"Badminton","4. Good",3085,374,"MACLEOD","26 - 50 Years"
"Baseball","3. Average",3079,375,"IVANHOE","26 - 50 Years"
"Baseball","3. Average",3087,376,"WATSONIA","26 - 50 Years"
"Baseball","3. Average",3093,377,"LOWER PLENTY","11 - 25 Years"
"Baseball","3. Average",3083,378,"BUNDOORA","26 - 50 Years"
"Baseball","5. Very Good",3095,379,"ELTHAM NORTH","11 - 25 Years"
"Baseball","3. Average",3083,380,"BUNDOORA","11 - 25 Years"
"Basketball","4. Good",3085,381,"MACLEOD","26 - 50 Years"
"Basketball","4. Good",3081,382,"WEST HEIDELBERG","26 - 50 Years"
"Boxing","4. Good",3085,383,"MACLEOD","26 - 50 Years"
"Cricket","5. Very Good",3087,384,"WATSONIA","26 - 50 Years"
"Cricket","4. Good",3088,385,"ST HELENA","26 - 50 Years"
"Cricket","3. Average",3084,386,"VIEWBANK","26 - 50 Years"
"Cricket","3. Average",3079,388,"IVANHOE","26 - 50 Years"
"Cricket","3. Average",3088,389,"GREENSBOROUGH","11 - 25 Years"
"Cricket","3. Average",3079,390,"IVANHOE","26 - 50 Years"
"Cricket","3. Average",3079,391,"IVANHOE","26 - 50 Years"
"Cricket","4. Good",3084,392,"ROSANNA","51 Years +"
"Cricket",null,3085,393,"MACLEOD",null
"Cricket","5. Very Good",3087,394,"WATSONIA","26 - 50 Years"
"Cricket","3. Average",3081,395,"WEST HEIDELBERG","26 - 50 Years"
"Cricket","3. Average",3093,396,"LOWER PLENTY","11 - 25 Years"
"Cycling",null,null,651,null,null
"Cricket","3. Average",3088,397,"GREENSBOROUGH","26 - 50 Years"
"Cricket","4. Good",3088,398,"GREENSBOROUGH","26 - 50 Years"
"Cricket","3. Average",3084,399,"HEIDELBERG","26 - 50 Years"
"Cricket","3. Average",3084,400,"HEIDELBERG","26 - 50 Years"
"Cricket","3. Average",3079,401,"IVANHOE","26 - 50 Years"
"Cricket","3. Average",3081,402,"HEIDELBERG HEIGHTS","26 - 50 Years"
"Cricket","3. Average",3083,403,"BUNDOORA","26 - 50 Years"
"Cricket","4. Good",3085,404,"MACLEOD","11 - 25 Years"
"Cricket","4. Good",3094,405,"MONTMORENCY","51 Years +"
"Cricket","5. Very Good",3094,406,"MONTMORENCY","26 - 50 Years"
"Cricket","3. Average",3083,407,"BUNDOORA","11 - 25 Years"
"Cricket","3. Average",3081,408,"WEST HEIDELBERG","26 - 50 Years"
"Cricket",null,3094,409,"MONTMORENCY",null
"Cricket","3. Average",3079,410,"IVANHOE","26 - 50 Years"
"Cricket","4. Good",3081,411,"HEIDELBERG HEIGHTS","26 - 50 Years"
"Cricket","2. Poor",3094,412,"MONTMORENCY",null
"Cricket",null,3083,413,"BUNDOORA",null
"Cricket","5. Very Good",3084,414,"HEIDELBERG","26 - 50 Years"
"Cricket","5. Very Good",3088,415,"GREENSBOROUGH","26 - 50 Years"
"Cricket","3. Average",3085,416,"MACLEOD","11 - 25 Years"
"Cricket","5. Very Good",3083,417,"BUNDOORA","26 - 50 Years"
"Croquet","3. Average",3079,418,"IVANHOE","26 - 50 Years"
"Equestrian",null,3084,419,"VIEWBANK",null
"Fitness / Gymnasium Workouts","5. Very Good",3088,420,"GREENSBOROUGH","6 - 10 Years"
"Fitness / Gymnasium Workouts","4. Good",3084,421,"HEIDELBERG","6 - 10 Years"
"Fitness / Gymnasium Workouts","5. Very Good",3085,422,"MACLEOD","6 - 10 Years"
"Fitness / Gymnasium Workouts",null,3088,423,"GREENSBOROUGH",null
"Fitness / Gymnasium Workouts",null,3083,424,"BUNDOORA",null
"Fitness / Gymnasium Workouts","5. Very Good",3094,425,"MONTMORENCY","0 - 5 Years"
"Fitness / Gymnasium Workouts","5. Very Good",3083,426,"BUNDOORA","6 - 10 Years"
"Fitness / Gymnasium Workouts","5. Very Good",3087,427,"WATSONIA","6 - 10 Years"
"Fitness / Gymnasium Workouts","4. Good",3083,428,"BUNDOORA","6 - 10 Years"
"Fitness / Gymnasium Workouts","5. Very Good",3079,429,"IVANHOE","0 - 5 Years"
"Fitness / Gymnasium Workouts","4. Good",3079,430,"IVANHOE","26 - 50 Years"
"Fitness / Gymnasium Workouts",null,3083,431,"BUNDOORA",null
"Cycling",null,null,652,"SHADY CREEK",null
"Fitness / Gymnasium Workouts","4. Good",3085,432,"MACLEOD","26 - 50 Years"
"Fitness / Gymnasium Workouts","4. Good",3081,433,"WEST HEIDELBERG","26 - 50 Years"
"Fitness / Gymnasium Workouts","5. Very Good",3084,434,"HEIDELBERG","0 - 5 Years"
"Fitness / Gymnasium Workouts","5. Very Good",3084,435,"ROSANNA","0 - 5 Years"
"Fitness / Gymnasium Workouts",null,3081,436,"WEST HEIDELBERG",null
"Fitness / Gymnasium Workouts","5. Very Good",3088,437,"GREENSBOROUGH","0 - 5 Years"
"Golf","5. Very Good",3093,438,"LOWER PLENTY","26 - 50 Years"
"Golf","4. Good",3079,439,"IVANHOE","26 - 50 Years"
"Golf","4. Good",3093,440,"LOWER PLENTY","51 Years +"
"Gymnastics",null,3079,441,"EAST IVANHOE VIC",null
"Gymnastics",null,3085,442,"HEIDELBERG",null
"Gymnastics","5. Very Good",3085,443,"MACLEOD","6 - 10 Years"
"Gymnastics",null,3085,444,"MACLEOD",null
"Hockey","5. Very Good",3081,445,"WEST HEIDELBERG","6 - 10 Years"
"Lawn Bowls","4. Good",null,446,"BUNDOORA","26 - 50 Years"
"Lawn Bowls","4. Good",3084,447,"HEIDELBERG","26 - 50 Years"
"Lawn Bowls","4. Good",3084,448,"ROSANNA","51 Years +"
"Lawn Bowls",null,3088,449,"GREENSBOROUGH",null
"Lawn Bowls","5. Very Good",3093,450,"LOWER PLENTY","26 - 50 Years"
"Lawn Bowls","4. Good",3079,451,"IVANHOE","26 - 50 Years"
"Lawn Bowls","4. Good",3079,452,"IVANHOE","26 - 50 Years"
"Lawn Bowls","4. Good",3094,453,"MONTMORENCY","26 - 50 Years"
"Netball","5. Very Good",3085,454,"MACLEOD","6 - 10 Years"
"Netball (Indoor)","5. Very Good",3085,455,"MACLEOD","6 - 10 Years"
"Netball (Indoor)","4. Good",3081,456,"WEST HEIDELBERG","26 - 50 Years"
"Skating",null,3088,457,"GREENSBOROUGH",null
"Soccer","3. Average",3084,458,"VIEWBANK","26 - 50 Years"
"Soccer","3. Average",3079,459,"IVANHOE","26 - 50 Years"
"Soccer","5. Very Good",3087,460,"WATSONIA","26 - 50 Years"
"Soccer","3. Average",3087,461,"WATSONIA","26 - 50 Years"
"Soccer","3. Average",3081,462,"HEIDELBERG HEIGHTS","26 - 50 Years"
"Soccer","3. Average",3081,463,"WEST HEIDELBERG","26 - 50 Years"
"Australian Rules Football","4. Good",null,759,null,"51 Years +"
"Soccer","5. Very Good",3088,464,"GREENSBOROUGH","11 - 25 Years"
"Soccer","2. Poor",3085,465,"YALLAMBIE","26 - 50 Years"
"Tennis (Outdoor)",null,3922,578,"COWES",null
"Soccer (Indoor Soccer / Futsal)","5. Very Good",3085,466,"MACLEOD","6 - 10 Years"
"Soccer (Indoor Soccer / Futsal)","4. Good",3081,467,"WEST HEIDELBERG","26 - 50 Years"
"Swimming","4. Good",3079,468,"IVANHOE","26 - 50 Years"
"Swimming","4. Good",3081,469,"WEST HEIDELBERG","26 - 50 Years"
"Swimming","4. Good",3088,470,"GREENSBOROUGH","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3088,471,"GREENSBOROUGH","11 - 25 Years"
"Tennis (Outdoor)","5. Very Good",3079,472,"IVANHOE","26 - 50 Years"
"Tennis (Outdoor)","5. Very Good",3079,473,"IVANHOE","26 - 50 Years"
"Tennis (Outdoor)",null,3081,474,"WEST HEIDELBERG",null
"Tennis (Outdoor)","4. Good",3084,475,"ROSANNA","26 - 50 Years"
"Tennis (Outdoor)",null,3085,476,"MACLEOD",null
"Tennis (Outdoor)",null,3079,477,"IVANHOE EAST",null
"Tennis (Outdoor)","3. Average",3087,478,"WATSONIA","26 - 50 Years"
"Tennis (Outdoor)",null,3088,479,"GREENSBOROUGH",null
"Tennis (Outdoor)","3. Average",3084,480,"HEIDELBERG","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3079,481,"IVANHOE","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3079,482,"IVANHOE","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3079,483,"IVANHOE","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3088,484,"GREENSBOROUGH","11 - 25 Years"
"Tennis (Outdoor)","3. Average",3085,485,"MACLEOD","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3085,486,"MACLEOD","26 - 50 Years"
"Tennis (Outdoor)",null,3095,487,"ELTHAM NORTH",null
"Tennis (Outdoor)","4. Good",3095,488,"ELTHAM NORTH","11 - 25 Years"
"Tennis (Outdoor)","4. Good",3094,489,"MONTMORENCY","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3083,490,"BUNDOORA","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3084,491,"VIEWBANK","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3084,492,"HEIDELBERG","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3088,493,"GREENSBOROUGH","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3085,494,"YALLAMBIE","26 - 50 Years"
"Volleyball","4. Good",3081,495,"WEST HEIDELBERG","26 - 50 Years"
null,null,3922,496,"COWES",null
null,null,3996,497,"INVERLOCH",null
null,null,3995,498,"WONTHAGGI",null
"Australian Rules Football","3. Average",3991,499,"BASS",null
"Australian Rules Football",null,3922,500,"COWES",null
"Australian Rules Football","4. Good",3992,501,"DALYSTON",null
"Australian Rules Football","4. Good",3996,502,"INVERLOCH","11 - 25 Years"
"Australian Rules Football","3. Average",3995,503,"WONTHAGGI","26 - 50 Years"
"Badminton","4. Good",3995,504,"WONTHAGGI","26 - 50 Years"
"Basketball","3. Average",3995,505,"WONTHAGGI","26 - 50 Years"
"Basketball",null,3995,506,"CAPE PATERSON",null
"Basketball",null,3984,507,"CORINELLA",null
"Basketball","3. Average",3984,508,"CORONET BAY","11 - 25 Years"
"Basketball","5. Very Good",3996,509,"INVERLOCH","0 - 5 Years"
"Basketball","4. Good",3922,510,"COWES","11 - 25 Years"
"Basketball","4. Good",3925,511,"SAN REMO","26 - 50 Years"
"BMX","3. Average",3984,512,"CORONET BAY","0 - 5 Years"
"BMX","3. Average",3996,513,"INVERLOCH","0 - 5 Years"
"Cricket",null,3991,514,"BASS",null
"Cricket",null,3922,515,"COWES",null
"Cricket","4. Good",3992,516,"DALYSTON",null
"Cricket","3. Average",3979,517,"GLEN ALVIE",null
"Cricket","4. Good",3996,518,"INVERLOCH","11 - 25 Years"
"Cricket","3. Average",3995,519,"WONTHAGGI","26 - 50 Years"
"Cricket","4. Good",3925,520,"NEWHAVEN","0 - 5 Years"
"Cricket",null,3923,521,"RHYLL",null
"Cricket","4. Good",3996,522,"INVERLOCH","6 - 10 Years"
"Cricket","4. Good",3995,523,"WONTHAGGI","6 - 10 Years"
"Cricket","4. Good",3995,524,"WONTHAGGI","6 - 10 Years"
"Croquet","3. Average",3922,525,"COWES","6 - 10 Years"
"Croquet","3. Average",3995,526,"WONTHAGGI","6 - 10 Years"
"Cycling",null,null,527,"WONTHAGGI",null
"Cycling",null,3922,528,"COWES",null
"Cycling",null,null,529,"INVERLOCH",null
"Disk Golf","4. Good",3922,530,"COWES","0 - 5 Years"
"Equestrian",null,3922,531,"VENTNOR",null
"Equestrian",null,3995,532,"WONTHAGGI",null
"Equestrian",null,3991,533,"WOOLAMAI",null
"Fitness / Gymnasium Workouts","3. Average",3995,534,"WONTHAGGI","26 - 50 Years"
"Fitness / Gymnasium Workouts","4. Good",3922,535,"COWES","11 - 25 Years"
"Golf",null,3922,536,"COWES",null
"Golf",null,3984,537,"LANG LANG",null
"Golf",null,3995,538,"WONTHAGGIE",null
"Lawn Bowls","4. Good",3984,539,"CORINELLA","11 - 25 Years"
"Lawn Bowls","5. Very Good",3996,540,"INVERLOCH","0 - 5 Years"
"Lawn Bowls","4. Good",3922,541,"COWES",null
"Lawn Bowls","4. Good",3925,542,"SAN REMO","26 - 50 Years"
"Lawn Bowls",null,3995,543,"WONTHAGGI","11 - 25 Years"
"Motor Cycling",null,null,544,"WONTHAGGI",null
"Motor Sports",null,3922,545,"SMITHS BEACH",null
"Motor Sports",null,3995,546,"WONTHAGGI",null
"Netball",null,3991,547,"BASS",null
"Netball",null,3922,548,"COWES",null
"Netball","3. Average",3992,549,"DALYSTON",null
"Netball","4. Good",3996,550,"INVERLOCH","0 - 5 Years"
"Netball","4. Good",3995,551,"WONTHAGGI","26 - 50 Years"
"Netball (Indoor)","3. Average",3995,552,"WONTHAGGI","26 - 50 Years"
"Netball (Indoor)","4. Good",3922,553,"COWES","11 - 25 Years"
"Sailing",null,3925,555,"NEWHAVEN",null
"Sailing",null,3923,556,"RHYLL",null
"Sailing",null,3996,557,"INVERLOCH",null
"Shooting Sports",null,3990,558,"GLEN FORBES",null
"Shooting Sports",null,3995,559,"WONTHAGGI",null
"Skating","2. Poor",3922,560,"COWES","11 - 25 Years"
"Skating","5. Very Good",3996,561,"INVERLOCH","0 - 5 Years"
"Skating","4. Good",3996,562,"INVERLOCH","11 - 25 Years"
"Skating","4. Good",3995,563,"WONTHAGGI","11 - 25 Years"
"Soccer","3. Average",3995,564,"WONTHAGGI","26 - 50 Years"
"Soccer","4. Good",3925,565,"NEWHAVEN","0 - 5 Years"
"Soccer","4. Good",3996,566,"INVERLOCH","0 - 5 Years"
"Soccer","5. Very Good",3995,567,"WONTHAGGI","0 - 5 Years"
"Squash / Racquetball","4. Good",3922,568,"COWES","11 - 25 Years"
"Squash / Racquetball",null,3925,569,"SAN REMO","26 - 50 Years"
"Surf Life Saving",null,3995,570,"CAPE PATERSON",null
"Surf Life Saving",null,3995,571,"CAPE PATERSON",null
"Surf Life Saving",null,3996,572,"INVERLOCH",null
"Surf Life Saving",null,3925,573,"CAPE WOOLAMAI",null
"Swimming","3. Average",3995,574,"WONTHAGGI","26 - 50 Years"
"Swimming","4. Good",3922,575,"COWES",null
"Tennis (Outdoor)","3. Average",3995,576,"CAPE PATERSON","11 - 25 Years"
"Tennis (Outdoor)","2. Poor",3984,577,"CORINELLA","11 - 25 Years"
"Tennis (Outdoor)","2. Poor",null,579,"GLEN FORBES","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3984,580,"GRANTVILLE","11 - 25 Years"
"Tennis (Outdoor)","3. Average",3979,581,"KERNOT","11 - 25 Years"
"Tennis (Outdoor)",null,3925,582,"NEWHAVEN",null
"Tennis (Outdoor)","3. Average",3923,583,"RHYLL","11 - 25 Years"
"Tennis (Outdoor)","4. Good",3925,584,"SAN REMO","26 - 50 Years"
"Tennis (Outdoor)","4. Good",3996,585,"INVERLOCH","6 - 10 Years"
"Tennis (Outdoor)","2. Poor",3995,586,"WONTHAGGI","26 - 50 Years"
"Athletics","3. Average",3820,587,"WARRAGUL","26 - 50 Years"
"Australian Rules Football","3. Average",3818,588,"DROUIN","26 - 50 Years"
"Australian Rules Football","3. Average",3820,589,"WARRAGUL","11 - 25 Years"
"Australian Rules Football","2. Poor",3821,590,"BULN BULN","26 - 50 Years"
"Australian Rules Football","2. Poor",3822,591,"DARNUM","26 - 50 Years"
"Australian Rules Football","2. Poor",3823,592,"YARRAGON","26 - 50 Years"
"Australian Rules Football","5. Very Good",3818,593,"DROUIN","0 - 5 Years"
"Australian Rules Football","4. Good",3820,594,"WARRAGUL","6 - 10 Years"
"Australian Rules Football","1. Very Poor",3283,595,"WARRAGUL SOUTH","51 Years +"
"Australian Rules Football","3. Average",3818,596,"HALLORA","26 - 50 Years"
"Australian Rules Football","1. Very Poor",3820,597,"WARRAGUL","51 Years +"
"Australian Rules Football","4. Good",3816,598,"LONGWARRY","26 - 50 Years"
"Australian Rules Football","3. Average",3831,599,"NEERIM SOUTH","26 - 50 Years"
"Australian Rules Football","1. Very Poor",3835,600,"THORPDALE","51 Years +"
"Australian Rules Football","3. Average",3824,601,"TRAFALGAR","26 - 50 Years"
"Australian Rules Football","3. Average",3820,602,"WARRAGUL","26 - 50 Years"
"Australian Rules Football","4. Good",3825,603,"WILLOW GROVE","26 - 50 Years"
"Badminton","3. Average",3818,604,"DROUIN","26 - 50 Years"
"Badminton",null,3820,605,"WARRAGUL",null
"Badminton","3. Average",3820,606,"WARRAGUL","51 Years +"
"Badminton",null,3835,607,"THORPDALE",null
"Basketball","3. Average",3818,608,"DROUIN","26 - 50 Years"
"Basketball","3. Average",3825,609,"RAWSON","26 - 50 Years"
"Basketball","3. Average",3831,610,"NEERIM SOUTH","26 - 50 Years"
"Basketball","4. Good",3820,611,"WARRAGUL","11 - 25 Years"
"Basketball",null,3824,612,"TRAFALGAR",null
"Basketball","2. Poor",3820,613,"WARRAGUL","26 - 50 Years"
"BMX","1. Very Poor",3825,614,"RAWSON","11 - 25 Years"
"BMX","1. Very Poor",3824,615,"TRAFALGAR",null
"BMX","4. Good",3820,616,"WARRAGUL","0 - 5 Years"
"Boxing",null,3820,617,"WARRAGUL",null
"Boxing","2. Poor",3824,618,"TRAFALGAR","26 - 50 Years"
"Cricket","2. Poor",3818,619,"ATHLONE","6 - 10 Years"
"Cricket","3. Average",3818,620,"DROUIN","26 - 50 Years"
"Cricket","3. Average",3821,621,"BULN BULN","26 - 50 Years"
"Cricket","2. Poor",3821,622,"BULN BULN","26 - 50 Years"
"Cricket","2. Poor",3822,623,"DARNUM","26 - 50 Years"
"Cricket","2. Poor",3823,624,"YARRAGON","26 - 50 Years"
"Cricket","5. Very Good",3818,625,"DROUIN","0 - 5 Years"
"Cricket","3. Average",3818,626,"DROUIN","26 - 50 Years"
"Cricket","4. Good",3820,627,"WARRAGUL","6 - 10 Years"
"Cricket","1. Very Poor",3283,628,"WARRAGUL SOUTH","51 Years +"
"Cricket","3. Average",3818,629,"HALLORA","26 - 50 Years"
"Cricket","3. Average",3818,630,"JINDIVICK","26 - 50 Years"
"Cricket","1. Very Poor",3821,631,"LARDNER",null
"Cricket","1. Very Poor",3820,632,"WARRAGUL","51 Years +"
"Cricket","2. Poor",3820,633,"WARRAGUL","51 Years +"
"Cricket","4. Good",3816,634,"LONGWARRY","26 - 50 Years"
"Cricket","3. Average",3820,635,"WARRAGUL","26 - 50 Years"
"Cricket","3. Average",3831,636,"NEERIM SOUTH","26 - 50 Years"
"Cricket","5. Very Good",3825,637,"RAWSON","0 - 5 Years"
"Cricket","2. Poor",3820,638,"WARRAGUL","11 - 25 Years"
"Cricket","1. Very Poor",3835,639,"THORPDALE","51 Years +"
"Cricket",null,3824,640,"TRAFALGAR",null
"Cricket","3. Average",3824,641,"TRAFALGAR","26 - 50 Years"
"Cricket","3. Average",3820,642,"WARRAGUL","26 - 50 Years"
"Cricket","3. Average",3820,643,"WARRAGUL","26 - 50 Years"
"Cricket","4. Good",3825,644,"WILLOW GROVE","26 - 50 Years"
"Croquet","2. Poor",3818,645,"DROUIN","51 Years +"
"Croquet","2. Poor",3820,646,"WARRAGUL","51 Years +"
"Cycling",null,null,647,"WARRAGUL",null
"Cycling",null,null,648,"CLOVERLEA",null
"Cycling",null,null,653,"SHADY CREEK",null
"Cycling","3. Average",3820,654,"WARRAGUL","26 - 50 Years"
"Cycling",null,null,655,"YARRAGOON",null
"Equestrian",null,3818,656,"LARDNER",null
"Equestrian","1. Very Poor",3818,657,"DROUIN","26 - 50 Years"
"Equestrian",null,3815,658,"BUNYIP",null
"Equestrian","2. Poor",3820,659,"WARRAGUL","51 Years +"
"Equestrian",null,3831,660,"NEERIM",null
"Equestrian","2. Poor",3824,661,"TRAFALGAR","26 - 50 Years"
"Fitness / Gymnasium Workouts",null,3820,662,"WARRAGUL",null
"Fitness / Gymnasium Workouts",null,3825,663,"MOE",null
"Fitness / Gymnasium Workouts","4. Good",3820,664,"WARRAGUL",null
"Fitness / Gymnasium Workouts",null,3820,665,"WARRAGUL",null
"Fitness / Gymnasium Workouts",null,3818,666,"DROUIN WEST",null
"Fitness / Gymnasium Workouts",null,3820,667,"WARRAGUL",null
"Fitness / Gymnasium Workouts",null,3820,668,"WARRAGUL",null
"Fitness / Gymnasium Workouts",null,3820,669,"WARRAGUL",null
"Fitness / Gymnasium Workouts","2. Poor",3820,670,"WARRAGUL","26 - 50 Years"
"Golf","5. Very Good",3818,671,"DROUIN","26 - 50 Years"
"Golf","5. Very Good",3818,672,"DROUIN","26 - 50 Years"
"Golf","4. Good",3824,673,"TRAFALGAR","26 - 50 Years"
"Golf","5. Very Good",3820,674,"WARRAGUL","26 - 50 Years"
"Gymnastics",null,3820,675,"WARRAGUL",null
"Hockey","2. Poor",3818,676,"DROUIN","26 - 50 Years"
"Hockey","2. Poor",3818,677,"DROUIN","11 - 25 Years"
"Karate",null,3820,678,"WARRAGUL",null
"Lawn Bowls","4. Good",3818,679,"DROUIN",null
"Lawn Bowls",null,3816,680,"LONGWARRY",null
"Lawn Bowls",null,3831,681,"NEERIM SOUTH",null
"Lawn Bowls","3. Average",3835,682,"THORPDALE","51 Years +"
"Lawn Bowls","4. Good",3824,683,"TRAFALGAR","26 - 50 Years"
"Lawn Bowls","3. Average",3824,684,"TRAFALGAR","51 Years +"
"Lawn Bowls","3. Average",3820,685,"WARRAGUL","51 Years +"
"Lawn Bowls","2. Poor",3823,686,"YARRAGON","51 Years +"
"Martial Arts",null,3820,687,"WARRAGUL",null
"Martial Arts",null,3820,688,"WARRAGUL",null
"Motor Sports","1. Very Poor",3818,689,"DROUIN WEST","26 - 50 Years"
"Netball","3. Average",3821,690,"BULN BULN","11 - 25 Years"
"Netball","1. Very Poor",3822,691,"DARNUM","Same as above"
"Netball","5. Very Good",3823,692,"YARRAGON","0 - 5 Years"
"Netball","5. Very Good",3818,693,"DROUIN","0 - 5 Years"
"Netball","2. Poor",3283,694,"WARRAGUL SOUTH","26 - 50 Years"
"Netball","4. Good",3816,695,"LONGWARRY","26 - 50 Years"
"Netball","3. Average",3831,696,"NEERIM SOUTH","26 - 50 Years"
"Netball","1. Very Poor",3835,697,"THORPDALE","51 Years +"
"Netball","3. Average",3824,698,"TRAFALGAR","26 - 50 Years"
"Netball","2. Poor",3820,699,"WARRAGUL","51 Years +"
"Netball","3. Average",3820,700,"WARRAGUL","26 - 50 Years"
"Netball (Indoor)","3. Average",3818,701,"DROUIN","26 - 50 Years"
"Netball (Indoor)","2. Poor",3820,702,"WARRAGUL","26 - 50 Years"
"Polo","2. Poor",3824,703,"TRAFALGAR","26 - 50 Years"
"Shooting Sports",null,3818,704,"DROUIN",null
"Skating","4. Good",3818,705,"DROUIN","6 - 10 Years"
"Skating","4. Good",3831,706,"NEERIM SOUTH","6 - 10 Years"
"Skating","4. Good",3824,707,"TRAFALGAR","6 - 10 Years"
"Skating","4. Good",3820,708,"WARRAGUL","6 - 10 Years"
"Soccer","3. Average",3820,709,"WARRAGUL","26 - 50 Years"
"Soccer","2. Poor",3818,710,"DROUIN","11 - 25 Years"
"Soccer","3. Average",3820,711,"WARRAGUL","11 - 25 Years"
"Soccer","3. Average",3820,712,"WARRAGUL","26 - 50 Years"
"Soccer","4. Good",3824,713,"TRAFALGAR","0 - 5 Years"
"Soccer","3. Average",3820,714,"WARRAGUL","26 - 50 Years"
"Squash / Racquetball","3. Average",3818,715,"DROUIN","26 - 50 Years"
"Squash / Racquetball","3. Average",3825,716,"RAWSON","26 - 50 Years"
"Swimming","3. Average",3818,717,"DROUIN","51 Years +"
"Swimming","3. Average",3831,718,"NEERIM SOUTH","26 - 50 Years"
"Swimming","3. Average",3825,719,"RAWSON","26 - 50 Years"
"Swimming","3. Average",3835,720,"THORPDALE","26 - 50 Years"
"Swimming","4. Good",3824,721,"TRAFALGAR","26 - 50 Years"
"Swimming","2. Poor",3820,722,"WARRAGUL","26 - 50 Years"
"Tennis (Outdoor)","2. Poor",3818,723,"DROUIN","26 - 50 Years"
"Tennis (Outdoor)","2. Poor",3818,724,"DROUIN","26 - 50 Years"
"Tennis (Outdoor)","3. Average",3821,725,"BULN BULN","11 - 25 Years"
"Tennis (Outdoor)","5. Very Good",3823,726,"YARRAGON","0 - 5 Years"
"Tennis (Outdoor)","2. Poor",3821,727,"ELLINBANK","26 - 50 Years"
"Tennis (Outdoor)","2. Poor",3818,728,"HALLORA","51 Years +"
"Tennis (Outdoor)","2. Poor",3821,729,"LARDNER",null
"Tennis (Outdoor)","2. Poor",3820,730,"LILLICO","26 - 50 Years"
"Tennis (Outdoor)",null,3816,731,"LONGWARRY",null
"Tennis (Outdoor)","3. Average",3824,732,"TRAFALGAR","26 - 50 Years"
"Tennis (Outdoor)","2. Poor",3816,733,"MODELLA",null
"Tennis (Outdoor)","1. Very Poor",3825,734,"THALLOO",null
"Tennis (Outdoor)","1. Very Poor",3832,735,"NEERIM JUNCTION","51 Years +"
